Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,55,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,93,92,88,80,80,77,77,69,69,69,69,69,69,,,,,,,,,,,,,,,,,,,,
95,93,92,86,85,83,83,74,73,69,69,69,69,68,,,,,,,,,,,,,,,,,,,,
95,93,92,86,80,79,72,69,,,,,,,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,74,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,74,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,74,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,74,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,74,,,,,,,,,,,,,,,,,,,,
95,93,92,86,86,85,83,80,78,78,78,76,76,,,,,,,,,,,,,,,,,,,,,
95,93,92,82,78,76,76,74,71,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,84,82,78,76,76,74,71,,,,,,,,,,,,,,,,,,,,,,,,,
94,84,80,76,74,73,71,67,65,64,64,64,64,,,,,,,,,,,,,,,,,,,,,
94,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,83,,79,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,89,83,80,79,73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,82,78,74,74,69,63,63,63,62,62,60,,,,,,,,,,,,,,,,,,,,
100,95,93,87,74,72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,93,87,82,79,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,81,74,73,72,67,61,60,58,58,,,,,,,,,,,,,,,,,,,,,,,
96,93,93,93,89,89,89,85,80,80,76,76,76,70,,,,,,,,,,,,,,,,,,,,
98,96,94,94,93,93,91,91,87,84,81,79,79,75,72,,,,,,,,,,,,,,,,,,,
98,96,94,94,93,93,91,91,87,84,81,79,79,75,72,,,,,,,,,,,,,,,,,,,
76,74,68,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,74,68,68,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,90,89,87,86,85,85,84,84,81,78,75,72,,,,,,,,,,,,,,,,,,,
99,97,94,90,89,87,86,85,85,84,84,81,78,75,72,,,,,,,,,,,,,,,,,,,
,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,97,93,91,90,87,85,83,79,77,75,,,,,,,,,,,,,,,,,,,,,
99,99,98,95,93,88,88,88,87,84,76,74,72,,,,,,,,,,,,,,,,,,,,,
99,99,98,98,94,93,92,88,84,84,75,,,,,,,,,,,,,,,,,,,,,,,
99,99,98,98,96,94,88,84,84,84,84,,,,,,,,,,,,,,,,,,,,,,,
99,95,89,86,82,82,74,72,66,66,,,,,,,,,,,,,,,,,,,,,,,,
99,95,89,86,82,82,74,72,66,66,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,78,78,74,67,66,66,62,61,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,91,88,84,79,76,74,74,71,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,90,88,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,90,88,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,87,87,85,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,93,91,85,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,96,89,88,86,82,82,79,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,96,89,88,86,82,82,79,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,89,76,76,65,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,89,76,76,65,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,89,76,76,65,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,95,92,90,87,80,75,71,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,91,88,85,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,86,86,79,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,85,82,77,76,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,85,81,72,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,85,81,72,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,85,81,72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,86,86,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,86,86,78,78,68,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,92,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,92,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,90,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,95,92,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,94,89,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,93,90,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,,,,,,,,,66,55,55,55,55,52,,52,52,,,,,,,,,,,,,,
,93,,,,,,,,,,66,55,55,55,55,52,,52,52,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,55,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,94,94,91,,88,87,85,83,83,,,,,,,,,,,,,,,,,,,,,,,
,97,95,92,91,90,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,93,93,93,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,93,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,79,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,72,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,72,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,88,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,88,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,97,,97,97,97,85,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,97,,97,97,97,85,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,
,93,,,,,,,,,,66,55,55,55,55,52,,52,52,,,,,,,,,,,,,,
95,95,94,94,91,,88,87,85,83,83,,,,,,,,,,,,,,,,,,,,,,,
95,95,94,94,91,,88,87,85,83,83,,,,93,93,,,,,,,,,,,,,,,,,,
100,97,97,,,,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,78,68,68,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,71,69,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,82,77,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,68,66,64,63,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,68,66,64,63,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,68,66,64,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,96,96,95,95,88,87,85,85,85,84,84,84,84,,,,,,,,,,,,,,,,,,
94,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,96,90,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,90,86,86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,90,86,86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,90,86,86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,90,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,93,90,87,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,73,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,84,,85,,70,68,68,,,,,,,,,,,,,,,,,,,,,,,,,
,,84,,85,,89,,92,,75,67,65,64,63,,,,,,,,,,,,,,,,,,,
,,84,,85,,89,,75,,73,67,65,64,61,,,,,,,,,,,,,,,,,,,
85,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,62,56,56,56,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,64,62,,,,,,,,,,,,,,,,,,,,,
97,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,,91,,73,,69,62,62,59,,,,,,,,,,,,,,,,,,,,,,,
,99,,90,,79,,81,74,71,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,79,75,72,69,68,68,68,68,68,68,68,65,63,63,63,62,62,,,,,,
,85,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,81,73,70,69,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,78,71,,,,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,78,78,76,74,,,,,,,,,,,,,,,,,,,
100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,85,,70,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,75,,73,67,65,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,64,64,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,67,66,61,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,86,,75,70,67,66,57,,,,,,,,,,,,,,,,,,,,,,
,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,80,,75,,73,67,64,64,57,,,,,,,,,,,,,,,,,,,,,,
,87,,80,,75,,73,67,64,64,57,57,56,,,,,,,,,,,,,,,,,,,,
,87,,80,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,92,,86,,75,74,72,,,,,,,,,,,,,,,,,,,,,,,,
,97,,92,,83,,75,68,67,67,60,,,,,,,,,,,,,,,,,,,,,,
,94,,81,,73,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,81,,73,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,81,,73,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,81,,73,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,81,,73,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,86,,75,70,67,66,57,,,,,,,,,,,,,,,,,,,,,,,,
,86,,75,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,,75,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,,75,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,81,74,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,81,74,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,77,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,82,80,77,76,74,74,72,72,71,71,,,,,,,,,,,,,,,,,,,,,,
100,63,63,63,57,57,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,95,93,93,93,86,79,79,78,77,69,62,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,84,83,75,75,75,75,74,74,74,74,74,,,,,,,,,,,,,,,,,,,,
76,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,97,97,96,94,88,79,76,75,75,,,,,,,,,,,,,,,,,,,,,,,
95,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,78,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,84,83,75,75,75,75,74,74,74,74,74,,,,,,,,,,,,,,,,,,,,,
97,97,97,96,94,88,79,76,75,75,,,,,,,,,,,,,,,,,,,,,,,,
84,83,83,81,79,76,76,74,73,73,73,73,73,73,70,,,,,,,,,,,,,,,,,,,
95,93,93,93,86,79,79,78,77,69,62,,,,,,,,,,,,,,,,,,,,,,,
90,90,87,81,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,91,85,85,85,85,76,72,72,,,,,,,,,,,,,,,,,,,,,,,,
94,94,91,85,85,85,85,76,72,72,,,,,,,,,,,,,,,,,,,,,,,,
94,94,91,85,85,85,85,76,72,72,,,,,,,,,,,,,,,,,,,,,,,,
82,81,80,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,96,94,89,85,85,81,80,80,80,78,,,,,,,,,,,,,,,,,,,,,,
100,98,96,94,89,85,85,81,80,80,80,78,,,,,,,,,,,,,,,,,,,,,,
100,98,96,94,89,85,85,81,80,80,80,78,,,,,,,,,,,,,,,,,,,,,,
100,98,96,94,89,85,85,81,80,80,80,78,,,,,,,,,,,,,,,,,,,,,,
100,98,98,94,94,93,93,89,89,87,87,86,86,86,,,,,,,,,,,,,,,,,,,,
100,98,98,94,94,93,93,89,89,87,87,86,70,70,,,,,,,,,,,,,,,,,,,,
74,74,72,72,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,95,91,91,88,84,81,75,73,70,70,70,68,67,65,63,,,,,,,,,,,,,,,,,,
99,96,93,92,90,89,86,81,79,77,76,76,76,76,74,73,,,,,,,,,,,,,,,,,,
99,96,93,92,90,89,86,81,79,77,76,76,76,76,74,73,,,,,,,,,,,,,,,,,,
99,96,93,92,90,89,86,81,79,77,76,76,76,76,74,73,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
