Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,92,91,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,95,90,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,90,90,85,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,90,90,85,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,85,85,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,92,85,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,92,85,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,91,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,91,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,66,66,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,87,87,87,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,70,70,67,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,75,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,56,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,77,,,,,,,65,,66,63,63,62,62,62,62,61,,,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,62,58,54,,,,,,,,,,,,,,,,,,,,,,,
,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,80,76,75,75,72,72,61,,,,,,,,,,,,,,,,,,,,,,,,,
,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,79,79,78,78,78,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,79,79,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,79,79,78,78,78,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,94,92,90,89,89,84,80,80,80,80,80,80,80,79,78,,,,,,,,,,,,,,,,,,
96,94,92,90,89,89,88,85,83,83,80,74,72,71,68,67,,,,,,,,,,,,,,,,,,
100,94,93,92,88,88,88,88,85,82,82,82,82,76,75,75,,,,,,,,,,,,,,,,,,
100,94,93,92,88,88,88,88,85,82,82,82,82,76,75,75,,,,,,,,,,,,,,,,,,
100,94,93,92,88,88,88,88,85,82,82,82,82,76,75,75,,,,,,,,,,,,,,,,,,
96,95,94,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,70,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,70,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,99,97,96,92,90,90,88,88,86,85,84,80,80,,,,,,,,,,,,,,,,,,,
99,99,99,97,96,93,90,90,88,88,86,85,84,80,80,,,,,,,,,,,,,,,,,,,
99,99,99,93,93,93,91,88,88,85,82,82,82,80,79,,,,,,,,,,,,,,,,,,,
96,94,92,92,89,88,85,83,83,80,74,72,71,68,67,,,,,,,,,,,,,,,,,,,
93,93,86,84,82,79,76,74,74,73,,,,,,,,,,,,,,,,,,,,,,,,
93,93,86,84,82,79,76,74,74,73,,,,,,,,,,,,,,,,,,,,,,,,
93,93,92,88,88,88,88,85,82,82,82,82,76,75,75,,,,,,,,,,,,,,,,,,,
99,96,96,94,89,89,87,81,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,96,94,89,89,87,81,81,81,75,72,,,,,,,,,,,,,,,,,,,,,,
99,96,96,94,89,89,87,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,
99,96,96,94,89,89,87,81,54,53,,,,,,,,,,,,,,,,,,,,,,,,
99,96,96,94,89,89,55,55,54,53,,,,,,,,,,,,,,,,,,,,,,,,
98,96,91,89,89,84,82,81,80,78,,,,,,,,,,,,,,,,,,,,,,,,
98,96,91,89,89,84,82,81,80,78,,,,,,,,,,,,,,,,,,,,,,,,
73,69,69,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,90,90,88,88,86,85,84,80,80,,,,,,,,,,,,,,,,,,,,,,,,
96,91,89,89,84,82,81,80,78,,,,,,,,,,,,,,,,,,,,,,,,,
91,88,88,85,82,82,82,80,79,,,,,,,,,,,,,,,,,,,,,,,,,
97,96,94,94,88,88,87,87,82,,,,,,,,,,,,,,,,,,,,,,,,,
97,96,94,94,88,88,87,87,82,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,90,89,83,83,81,81,80,,,,,,,,,,,,,,,,,,,,,,,,,
76,75,72,72,70,70,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,90,88,88,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,90,88,88,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,91,91,87,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,93,91,87,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,90,89,87,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,91,91,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,97,94,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,91,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,93,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,72,71,68,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,95,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,89,76,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,77,76,69,67,63,55,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,77,76,69,67,63,55,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,75,75,75,74,67,67,62,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,75,75,75,74,67,67,62,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,85,76,76,76,73,71,,,,,,,,,,,,,,,,,,,,,,,,
97,81,77,75,71,65,64,62,62,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,83,80,79,77,73,73,71,70,68,66,,,,,,,,,,,,,,,,,,,,,,,
92,83,80,79,77,73,73,71,70,68,66,,,,,,,,,,,,,,,,,,,,,,,
92,83,80,79,77,73,73,71,,,,,,,,,,,,,,,,,,,,,,,,,,
92,83,80,79,77,73,73,71,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,88,83,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,88,83,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,88,83,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,87,82,77,76,74,71,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,88,88,86,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,88,88,86,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,88,88,86,82,81,79,79,,,,,,,,,,,,,,,,,,,,,,,,
99,96,90,88,88,86,82,81,79,79,79,79,76,,,,,,,,,,,,,,,,,,,,,
99,98,97,97,97,96,95,95,94,94,90,90,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,71,71,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,97,97,96,95,95,94,94,90,90,,,,,,,,,,,,,,,,,,,,,,,
97,97,,98,95,90,85,82,79,74,73,,,,,,,,,,,,,,,,,,,,,,,
100,98,95,90,85,82,79,74,73,,,,,,,,,,,,,,,,,,,,,,,,,
100,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,90,89,86,86,83,78,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,90,90,83,83,83,78,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,91,89,86,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,91,89,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,89,86,86,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,89,86,86,83,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,90,83,83,83,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,79,77,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,86,84,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,91,91,86,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,91,89,86,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,89,76,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,83,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,82,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,87,87,85,77,77,77,76,74,68,64,58,,,,,,,,,,,,,,,,,,,,,
97,83,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,87,87,79,79,74,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,
99,87,87,79,79,74,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,
99,92,91,82,82,77,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,
99,92,91,82,82,77,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,91,87,83,81,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,91,87,83,81,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,91,89,85,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,91,89,85,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,91,89,85,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,91,89,85,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,96,96,96,95,90,90,,,,,,,,,,,,,,,,,,,,,,,,,
90,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,84,83,79,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,74,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,96,95,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,,98,96,91,86,82,78,72,72,,,,,,,,,,,,,,,,,,,,,,,
100,98,96,91,86,82,78,72,72,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,87,84,76,73,67,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,87,80,77,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,98,94,93,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,98,94,93,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,96,91,87,87,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,92,92,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,94,93,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,91,87,87,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,84,80,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,92,90,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,92,85,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,92,85,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,92,92,86,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,81,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,81,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,96,83,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,96,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,89,82,80,65,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,95,83,79,78,77,72,71,71,69,,,,,,,,,,,,,,,,,,,,,,,,
98,89,80,71,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,93,84,82,82,76,74,74,73,73,,,,,,,,,,,,,,,,,,,,,,,,
92,87,82,80,66,63,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,83,80,79,78,74,74,73,70,,,,,,,,,,,,,,,,,,,,,,,,
95,89,79,71,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,90,90,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,87,,70,,53,,56,,,,,,,,,,,,,,,,,,,,,,,,
,88,,74,,71,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,87,,80,,73,,71,,,,,,,,,,,,,,,,,,,,,,,,
,99,,87,,80,,73,,71,,,,,,,,,,,,,,,,,,,,,,,,
,99,,87,,80,,73,,71,,,,,,,,,,,,,,,,,,,,,,,,
,99,,89,,78,,74,,74,70,,,,,,,,,,,,,,,,,,,,,,,
,99,,89,,81,,74,,70,,,,,,,,,,,,,,,,,,,,,,,,
,99,,94,,83,,73,,72,71,70,66,,,,,,,,,,,,,,,,,,,,,
,99,,94,,83,,73,,72,71,70,66,66,,,,,,,,,,,,,,,,,,,,
,99,,94,,83,,73,,72,71,70,66,66,63,,,,,,,,,,,,,,,,,,,
100,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,,79,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,,81,,75,72,69,63,60,57,54,52,44,,,,,,,,,,,,,,,,,,,,
,91,,81,,75,72,69,63,60,57,,,,,,,,,,,,,,,,,,,,,,,
,86,,74,,74,69,67,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,,74,,74,69,67,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,,62,,66,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,,62,,66,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,92,86,81,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,87,85,84,77,75,75,69,62,61,60,60,56,,,,,,,,,,,,,,,,,,,,
84,81,72,65,65,65,61,61,57,52,,,,,,,,,,,,,,,,,,,,,,,,
86,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,58,56,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,58,56,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,84,84,84,80,75,71,68,,,,,,,,,,,,,,,,,,,,,,,,,,
96,90,90,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,90,90,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,92,89,85,85,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,
91,90,90,79,75,69,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,89,85,85,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,89,85,85,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,87,84,77,73,73,70,66,63,61,54,54,51,,,,,,,,,,,,,,,,,,,,
99,96,95,87,86,80,80,80,78,78,78,78,78,76,,,,,,,,,,,,,,,,,,,,
79,73,68,61,60,60,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,89,76,71,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,86,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,91,83,79,74,69,67,67,62,62,,,,,,,,,,,,,,,,,,,,,,,
99,93,84,78,71,67,64,64,61,59,57,,,,,,,,,,,,,,,,,,,,,,,
99,93,85,83,82,81,81,81,75,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,88,82,82,82,78,73,70,,,,,,,,,,,,,,,,,,,,,,,,,
95,78,71,67,64,64,61,59,57,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,88,83,83,82,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,88,83,83,82,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,88,83,83,82,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,88,83,83,82,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,69,69,67,65,63,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,84,84,82,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,85,82,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,87,87,82,82,80,69,69,58,56,,,,,,,,,,,,,,,,,,,,,,,
97,95,91,81,80,78,75,72,69,67,67,,,,,,,,,,,,,,,,,,,,,,,
97,95,92,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,81,80,78,75,72,69,67,67,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,92,91,85,85,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,92,91,85,85,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,85,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,85,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,,87,87,79,79,78,78,68,61,,,,,,,,,,,,,,,,,,,,,,,
97,95,83,87,87,79,79,78,78,68,61,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,87,87,84,82,78,69,67,60,56,,,,,,,,,,,,,,,,,,,,,,,
97,95,,88,83,81,78,76,71,70,66,,,,,,,,,,,,,,,,,,,,,,,
97,95,92,88,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,88,83,81,78,76,71,70,66,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,92,92,85,84,84,79,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,92,92,85,84,84,79,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,86,85,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,86,85,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,86,,86,76,72,69,67,66,63,63,61,59,,,,,,,,,,,,,,,,,,,
,97,,86,,86,76,72,69,68,68,,,,,,,,,,,,,,,,,,,,,,,
,97,,86,,86,76,72,69,67,67,,,,,,,,,,,,,,,,,,,,,,,
,97,,86,,86,76,72,69,67,67,,,,,,,,,,,,,,,,,,,,,,,
,97,,86,,86,76,72,69,67,67,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,80,75,73,68,66,66,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,80,75,73,68,66,66,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,80,75,73,68,66,66,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,93,90,83,83,81,81,81,81,78,77,77,,,,,,,,,,,,,,,,,,,,,
95,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,92,88,86,81,79,77,76,76,75,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,86,84,82,82,78,76,74,,,,,,,,,,,,,,,,,,,,,,,,
98,93,91,85,80,80,76,76,76,74,,,,,,,,,,,,,,,,,,,,,,,,
98,93,91,85,80,80,76,76,76,74,,,,,,,,,,,,,,,,,,,,,,,,
98,93,91,85,80,80,76,76,76,74,,,,,,,,,,,,,,,,,,,,,,,,
98,93,91,85,80,80,76,76,76,74,,,,,,,,,,,,,,,,,,,,,,,,
96,93,88,78,76,75,74,74,73,68,,,,,,,,,,,,,,,,,,,,,,,,
96,93,88,78,76,75,74,74,73,68,,,,,,,,,,,,,,,,,,,,,,,,
97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,73,71,70,68,66,66,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,
